4,O0,1600,1.768693,1.543890,-111117782382033.890625
4,O0,1700,1.927321,1.699423,-51314140219419.351562
4,O0,1800,2.300771,1.689868,-202461759923364.500000
4,O0,1900,2.874785,1.590612,-192947194171957.031250
4,O0,2000,3.655675,1.458919,-218782964683636.125000
5,O0,100,0.000462,1.443001,-8029204310884.977539
5,O0,200,0.002515,2.120610,-19908474775567.347656
5,O0,300,0.008026,2.242711,-30606156294098.683594
5,O0,400,0.018679,2.284205,-22477705145902.039062
5,O0,500,0.036820,2.263263,-44094063420818.445312
5,O0,600,0.063603,2.264044,-4072166434998.573730
5,O0,700,0.102966,2.220798,-60581630796784.656250
5,O0,800,0.166507,2.049964,-91208831587795.843750
5,O0,900,0.213458,2.276794,-50124961081489.867188
5,O0,1000,0.293480,2.271591,-134753929618877.281250
5,O0,1100,0.402002,2.207286,-131381428668185.109375
5,O0,1200,0.566624,2.033094,-142421579117826.625000
5,O0,1300,0.700359,2.091308,-157707758797390.437500
5,O0,1400,0.889355,2.056921,-185534367521746.843750
5,O0,1500,1.146444,1.962590,-33636102911425.578125
5,O0,1600,1.591135,1.716175,-111117782382033.890625
5,O0,1700,1.724484,1.899312,-51314140219419.351562
5,O0,1800,2.099744,1.851654,-202461759923364.500000
5,O0,1900,2.511346,1.820803,-192947194171957.031250
5,O0,2000,3.059301,1.743318,-218782964683636.125000
6,O0,100,0.000643,1.036807,-8029204310884.977539
6,O0,200,0.002826,1.887238,-19908474775567.347656
6,O0,300,0.008231,2.186855,-30606156294098.683594
6,O0,400,0.018870,2.261085,-22477705145902.039062
6,O0,500,0.037583,2.217315,-44094063420818.445312
6,O0,600,0.064532,2.231451,-4072166434998.573730
6,O0,700,0.100588,2.273300,-60581630796784.656250
6,O0,800,0.172164,1.982606,-91208831587795.843750
6,O0,900,0.222312,2.186117,-50124961081489.867188
6,O0,1000,0.304862,2.186782,-134753929618877.281250
6,O0,1100,0.419722,2.114098,-131381428668185.109375
6,O0,1200,0.585757,1.966686,-142421579117826.625000
6,O0,1300,0.742852,1.971680,-157707758797390.437500
6,O0,1400,0.940363,1.945348,-185534367521746.843750
6,O0,1500,1.211371,1.857400,-33636102911425.578125
6,O0,1600,1.664910,1.640129,-111117782382033.890625
6,O0,1700,1.857482,1.763319,-51314140219419.351562
6,O0,1800,2.229633,1.743785,-202461759923364.500000
6,O0,1900,2.753930,1.660415,-192947194171957.031250
6,O0,2000,3.275707,1.628147,-218782964683636.125000
7,O0,100,0.000870,0.766284,-8029204310884.970703
7,O0,200,0.003356,1.589193,-19908474775567.609375
7,O0,300,0.009083,1.981724,-30606156294098.289062
7,O0,400,0.018630,2.290213,-22477705145902.464844
7,O0,500,0.037241,2.237677,-44094063420817.125000
7,O0,600,0.062359,2.309210,-4072166434998.544434
7,O0,700,0.102771,2.225012,-60581630796784.804688
7,O0,800,0.152561,2.237356,-91208831587790.171875
7,O0,900,0.212208,2.290206,-50124961081487.968750
7,O0,1000,0.294288,2.265355,-134753929618876.578125
7,O0,1100,0.385856,2.299649,-131381428668184.109375
7,O0,1200,0.504174,2.284925,-142421579117837.156250
7,O0,1300,0.642724,2.278842,-157707758797406.343750
7,O0,1400,0.800724,2.284599,-185534367521762.687500
7,O0,1500,1.007317,2.233656,-33636102911424.378906
7,O0,1600,1.229355,2.221219,-111117782382033.781250
7,O0,1700,1.461934,2.240411,-51314140219414.375000
7,O0,1800,1.751347,2.220006,-202461759923356.406250
7,O0,1900,2.069713,2.209324,-192947194171967.187500
7,O0,2000,2.477373,2.152818,-218782964683632.531250
8,O0,100,0.001374,0.485201,-8029204310883.901367
8,O0,200,0.004395,1.213500,-19908474775593.218750
8,O0,300,0.013047,1.379628,-30606156293673.652344
8,O0,400,0.031643,1.348376,-22477705145463.117188
8,O0,500,0.061030,1.365449,-44094063419579.937500
8,O0,600,0.107683,1.337258,-4072166432682.041504
8,O0,700,0.169267,1.350923,-60581630757056.007812
8,O0,800,0.251381,1.357833,-91208831585581.156250
8,O0,900,0.357652,1.358863,-50124961143684.085938
8,O0,1000,0.493842,1.349959,-134753929619074.562500
8,O0,1100,0.651459,1.362071,-131381428803073.140625
8,O0,1200,0.851994,1.352122,-142421579119451.312500
8,O0,1300,1.082382,1.353188,-157707760573595.750000
8,O0,1400,1.352394,1.352663,-185534367535090.093750
8,O0,1500,1.667405,1.349402,-33636102736781.621094
8,O0,1600,2.036725,1.340714,-111117782368043.140625
8,O0,1700,2.459523,1.331695,-51314140320721.898438
8,O0,1800,2.909621,1.336257,-202461759940367.843750
8,O0,1900,3.458316,1.322223,-192947194174234.968750
8,O0,2000,4.009609,1.330138,-218782965267480.531250
